label	C1	C2	H2	intensity
X591	22.528	25.452	0.888	2.6289e-02
X591b	25.452	22.528	0.738	2.6289e-02
X592	21.476	27.524	1.194	6.8218e-01
X592b	27.524	21.476	0.801	6.8218e-01
X593	13.782	27.524	1.194	3.4466e-02
X593b	27.524	13.782	0.790	3.4466e-02
X594	14.145	27.524	1.194	8.1200e-03
X594b	27.524	14.145	0.642	8.1200e-03
X595	25.082	27.524	1.194	7.7859e-04
X595b	27.524	25.082	0.761	7.7859e-04
X596	13.782	21.476	0.801	1.5804e-02
X596b	21.476	13.782	0.790	1.5804e-02
X597	14.145	21.476	0.801	1.5489e-02
X597b	21.476	14.145	0.642	1.5489e-02
X598	25.082	21.476	0.801	7.5271e-04
X598b	21.476	25.082	0.761	7.5271e-04
X599	21.292	13.782	0.790	2.0211e-03
X599b	13.782	21.292	0.980	2.0211e-03
X600	22.836	13.782	0.790	3.0074e-03
X600b	13.782	22.836	1.134	3.0074e-03
X601	14.145	13.782	0.790	3.0097e-02
X601b	13.782	14.145	0.642	3.0097e-02
X602	25.082	13.782	0.790	1.7405e-02
X602b	13.782	25.082	0.761	1.7405e-02
X603	23.324	13.782	0.790	4.6508e-03
X603b	13.782	23.324	0.619	4.6508e-03
X604	13.295	13.782	0.790	7.5240e-04
X604b	13.782	13.295	0.722	7.9653e-04
X605	22.836	21.292	0.980	7.5147e-01
X605b	21.292	22.836	1.134	7.5147e-01
X606	25.082	21.292	0.980	5.2241e-03
X606b	21.292	25.082	0.761	5.2241e-03
X607	23.324	21.292	0.980	2.5135e-02
X607b	21.292	23.324	0.619	2.5135e-02
X608	14.145	22.836	1.134	2.0274e-03
X608b	22.836	14.145	0.642	2.0274e-03
X609	25.082	22.836	1.134	1.8007e-02
X609b	22.836	25.082	0.761	1.8007e-02
X610	23.324	22.836	1.134	3.0034e-02
X610b	22.836	23.324	0.619	3.0034e-02
X611	19.622	14.145	0.642	8.8493e-04
X611b	14.145	19.622	0.904	8.8493e-04
X612	20.949	14.145	0.642	1.3775e-03
X612b	14.145	20.949	0.854	1.3775e-03
X613	25.082	14.145	0.642	5.6216e-02
X613b	14.145	25.082	0.761	5.6216e-02
X614	23.324	14.145	0.642	3.2487e-03
X614b	14.145	23.324	0.619	3.2487e-03
X615	13.295	14.145	0.642	1.1307e-02
X615b	14.145	13.295	0.722	1.1307e-02
X616	21.609	24.883	0.387	7.2591e-01
X616b	24.883	21.609	0.452	7.2591e-01
X617	14.308	21.609	0.452	7.7485e-04
X617b	21.609	14.308	0.648	7.7485e-04
X618	17.943	20.503	0.474	7.4897e-01
X618b	20.503	17.943	0.670	7.4897e-01
X619	22.528	20.503	0.474	1.1507e-03
X619b	20.503	22.528	0.738	1.1507e-03
X620	14.656	20.503	0.474	1.2991e-02
X620b	20.503	14.656	0.757	1.2991e-02
X621	14.656	17.943	0.670	1.2772e-02
X621b	17.943	14.656	0.757	1.2772e-02
X622	20.609	17.943	0.670	1.4628e-03
X622b	17.943	20.609	0.530	1.4628e-03
X623	20.334	17.943	0.670	2.2004e-03
X623b	17.943	20.334	0.527	2.2004e-03
X624	22.194	25.988	0.916	8.8256e-01
X624b	25.988	22.194	1.075	8.8256e-01
X625	20.609	25.988	0.916	1.0703e-03
X625b	25.988	20.609	0.530	1.0703e-03
X626	20.609	22.194	1.075	1.5783e-03
X626b	22.194	20.609	0.530	1.5783e-03
X627	20.334	22.194	1.075	1.2349e-03
X627b	22.194	20.334	0.527	1.2349e-03
X628	20.949	19.622	0.904	6.7375e-01
X628b	19.622	20.949	0.854	6.7375e-01
X629	25.082	19.622	0.904	2.2665e-03
X629b	19.622	25.082	0.561	2.2665e-03
X630	20.686	19.622	0.904	1.4929e-02
X630b	19.622	20.686	0.282	1.4929e-02
X631	25.945	19.622	0.904	3.2762e-02
X631b	19.622	25.945	0.627	3.2762e-02
X632	22.337	19.622	0.904	8.0678e-03
X632b	19.622	22.337	0.670	8.0678e-03
X633	13.295	19.622	0.904	8.1077e-03
X633b	19.622	13.295	0.722	8.1077e-03
X634	21.888	19.622	0.904	1.1145e-03
X634b	19.622	21.888	0.894	1.1145e-03
X635	13.815	19.622	0.904	3.6885e-02
X635b	19.622	13.815	0.603	8.6078e-08
X636	25.082	20.949	0.854	9.1982e-04
X636b	20.949	25.082	0.561	9.1982e-04
X637	20.686	20.949	0.854	2.3283e-03
X637b	20.949	20.686	0.282	2.3283e-03
X638	25.945	20.949	0.854	2.0047e-03
X638b	20.949	25.945	0.627	2.0047e-03
X639	22.337	20.949	0.854	1.0485e-03
X639b	20.949	22.337	0.670	1.0485e-03
X640	13.295	20.949	0.854	3.4358e-03
X640b	20.949	13.295	0.722	3.4358e-03
X641	13.815	20.949	0.854	3.6689e-03
X641b	20.949	13.815	0.603	2.3587e-03
X642	20.686	25.082	0.561	7.6339e-01
X642b	25.082	20.686	0.282	7.6339e-01
X643	25.945	25.082	0.561	1.6248e-03
X643b	25.082	25.945	0.627	1.6248e-03
X644	26.490	25.082	0.561	4.4688e-02
X644b	25.082	26.490	0.721	4.4688e-02
X645	23.384	25.082	0.561	4.5274e-03
X645b	25.082	23.384	1.055	4.5274e-03
X646	25.945	20.686	0.282	2.2085e-02
X646b	20.686	25.945	0.627	2.2085e-02
X647	22.337	20.686	0.282	2.0298e-03
X647b	20.686	22.337	0.670	2.0298e-03
X648	13.815	20.686	0.282	4.4085e-03
X648b	20.686	13.815	0.603	1.2438e-06
X649	26.490	20.686	0.282	2.9196e-03
X649b	20.686	26.490	0.721	2.9196e-03
X650	22.337	25.945	0.627	7.6261e-01
X650b	25.945	22.337	0.670	7.6261e-01
X651	13.295	25.945	0.627	5.4469e-03
X651b	25.945	13.295	0.722	5.4469e-03
X652	13.815	25.945	0.627	2.5071e-02
X652b	25.945	13.815	0.603	3.5216e-06
X653	25.082	22.337	0.670	1.0190e-03
X653b	22.337	25.082	0.761	1.0190e-03
X654	13.295	22.337	0.670	3.9481e-02
X654b	22.337	13.295	0.722	3.9481e-02
X655	13.815	22.337	0.670	3.7160e-03
X655b	22.337	13.815	0.603	1.7126e-05
X656	23.324	25.082	0.761	9.5726e-01
X656b	25.082	23.324	0.619	9.5726e-01
X657	13.295	25.082	0.761	1.5592e-02
X657b	25.082	13.295	0.722	1.5592e-02
X658	13.295	23.324	0.619	2.5504e-03
X658b	23.324	13.295	0.722	2.5504e-03
X659	13.815	13.295	0.722	7.9653e-04
X659b	13.295	13.815	0.603	1.3567e-07
X660	22.371	25.980	1.066	8.0227e-01
X660b	25.980	22.371	0.937	8.0227e-01
X661	20.784	25.980	1.066	1.9578e-02
X661b	25.980	20.784	0.805	1.9578e-02
X662	21.600	25.980	1.066	4.6292e-03
X662b	25.980	21.600	0.882	4.6292e-03
X663	23.460	25.980	1.066	2.0080e-03
X663b	25.980	23.460	0.678	2.0080e-03
X664	20.784	22.371	0.937	4.2921e-03
X664b	22.371	20.784	0.805	4.2921e-03
X665	21.600	22.371	0.937	1.9404e-03
X665b	22.371	21.600	0.882	1.9404e-03
X666	22.406	23.498	0.115	7.0861e-01
X666b	23.498	22.406	0.100	7.0861e-01
X667	22.981	23.498	0.115	3.2548e-02
X667b	23.498	22.981	1.087	3.2548e-02
X668	20.128	23.498	0.115	2.7528e-03
X668b	23.498	20.128	1.115	2.7528e-03
X669	22.981	22.406	0.100	2.9828e-02
X669b	22.406	22.981	1.087	2.9828e-02
X670	20.128	22.406	0.100	3.3157e-03
X670b	22.406	20.128	1.115	3.3157e-03
X671	17.974	24.923	1.134	7.3326e-01
X671b	24.923	17.974	0.916	7.3326e-01
X672	21.491	25.180	0.572	7.0880e-01
X672b	25.180	21.491	0.250	7.0880e-01
X673	25.237	25.180	0.572	2.0646e-03
X673b	25.180	25.237	0.781	2.0646e-03
X674	25.237	21.491	0.250	2.0003e-02
X674b	21.491	25.237	0.781	2.0003e-02
X675	20.492	21.491	0.250	3.5887e-03
X675b	21.491	20.492	0.261	3.5887e-03
X676	20.492	25.237	0.781	7.9624e-01
X676b	25.237	20.492	0.261	7.9624e-01
X677	20.128	22.981	1.087	7.1253e-01
X677b	22.981	20.128	1.115	7.1253e-01
X678	21.888	22.981	1.087	2.7426e-03
X678b	22.981	21.888	0.894	2.7426e-03
X679	20.935	22.981	1.087	4.9153e-03
X679b	22.981	20.935	0.865	4.9153e-03
X680	21.888	20.128	1.115	1.0862e-03
X680b	20.128	21.888	0.894	1.0862e-03
X681	20.935	20.128	1.115	1.4285e-03
X681b	20.128	20.935	0.865	1.4285e-03
X682	20.935	21.888	0.894	6.4939e-01
X682b	21.888	20.935	0.865	6.4939e-01
X683	13.815	21.888	0.894	4.0769e-02
X683b	21.888	13.815	0.603	2.4185e-05
X684	13.815	20.935	0.865	2.2391e-03
X684b	20.935	13.815	0.603	2.3587e-03
X685	23.384	26.490	0.721	7.9320e-01
X685b	26.490	23.384	1.055	7.9320e-01
X686	24.877	26.490	0.721	2.1679e-03
X686b	26.490	24.877	0.826	2.1679e-03
X687	24.877	23.384	1.055	3.2034e-03
X687b	23.384	24.877	0.826	3.2034e-03
X688	24.663	23.384	1.055	1.7705e-03
X688b	23.384	24.663	1.214	1.7705e-03
X689	25.639	24.348	0.989	7.2394e-01
X689b	24.348	25.639	0.950	7.2394e-01
X690	24.877	24.348	0.989	7.6094e-03
X690b	24.348	24.877	0.826	7.6094e-03
X691	24.663	24.348	0.989	1.1282e-03
X691b	24.348	24.663	1.214	1.1282e-03
X692	26.739	24.348	0.989	2.9976e-02
X692b	24.348	26.739	0.781	2.9976e-02
X693	22.528	24.348	0.989	5.3042e-03
X693b	24.348	22.528	0.738	5.3042e-03
X694	24.877	25.639	0.950	1.1454e-03
X694b	25.639	24.877	0.826	1.1454e-03
X695	26.739	25.639	0.950	1.6397e-02
X695b	25.639	26.739	0.781	1.6397e-02
X696	22.528	25.639	0.950	1.6630e-03
X696b	25.639	22.528	0.738	1.6630e-03
X697	24.663	24.877	0.826	7.1034e-01
X697b	24.877	24.663	1.214	7.1034e-01
X698	26.739	24.877	0.826	1.1928e-03
X698b	24.877	26.739	0.781	1.1928e-03
X699	22.528	24.877	0.826	1.5641e-03
X699b	24.877	22.528	0.738	1.5641e-03
X700	22.528	24.663	1.214	1.3741e-03
X700b	24.663	22.528	0.738	1.3741e-03
X701	22.528	26.739	0.781	6.6774e-01
X701b	26.739	22.528	0.738	6.6774e-01
X702	20.609	14.656	0.757	6.2229e-02
X702b	14.656	20.609	0.530	6.2229e-02
X703	20.334	14.656	0.757	1.5305e-02
X703b	14.656	20.334	0.527	1.5305e-02
X704	20.334	20.609	0.530	7.3483e-01
X704b	20.609	20.334	0.527	7.3483e-01
X705	8.057	13.646	0.825	3.3293e-03
X705b	13.646	8.057	0.581	3.3293e-03
X706	28.466	13.646	0.825	8.0315e-04
X706b	13.646	28.466	1.193	8.0315e-04
X707	25.318	13.646	0.825	4.4366e-03
X707b	13.646	25.318	1.057	4.4366e-03
X708	24.904	26.922	1.050	7.1789e-01
X708b	26.922	24.904	1.053	7.1789e-01
X709	22.462	26.922	1.050	1.4568e-02
X709b	26.922	22.462	0.752	3.4998e-03
X710	25.068	26.922	1.050	5.8761e-02
X710b	26.922	25.068	0.974	5.8761e-02
X711	14.352	26.922	1.050	7.7193e-04
X711b	26.922	14.352	0.502	7.7193e-04
X712	15.941	26.922	1.050	3.0255e-02
X712b	26.922	15.941	0.647	3.0255e-02
X713	23.659	26.922	1.050	1.2904e-03
X713b	26.922	23.659	0.863	1.2904e-03
X714	25.235	26.922	1.050	1.3034e-03
X714b	26.922	25.235	0.829	4.4837e-04
X715	28.466	26.922	1.050	6.1715e-02
X715b	26.922	28.466	1.193	6.1715e-02
X716	25.318	26.922	1.050	2.5879e-02
X716b	26.922	25.318	1.057	2.5879e-02
X717	22.427	26.922	1.050	1.4568e-02
X717b	26.922	22.427	0.763	1.4568e-02
X718	24.262	26.922	1.050	3.5634e-02
X718b	26.922	24.262	1.119	3.5634e-02
X719	25.900	26.922	1.050	7.5729e-04
X719b	26.922	25.900	0.717	7.5729e-04
X720	14.757	26.922	1.050	2.0630e-03
X720b	26.922	14.757	0.574	2.0630e-03
X721	22.462	24.904	1.053	5.9282e-03
X721b	24.904	22.462	0.752	1.7898e-03
X722	25.068	24.904	1.053	1.0299e-02
X722b	24.904	25.068	0.974	1.0299e-02
X723	15.941	24.904	1.053	2.0372e-03
X723b	24.904	15.941	0.647	2.0372e-03
X724	25.235	24.904	1.053	7.8553e-04
X724b	24.904	25.235	0.829	2.3732e-02
X725	28.466	24.904	1.053	1.2162e-02
X725b	24.904	28.466	1.193	1.2162e-02
X726	25.318	24.904	1.053	2.9225e-02
X726b	24.904	25.318	1.057	2.9225e-02
X727	22.427	24.904	1.053	5.9282e-03
X727b	24.904	22.427	0.763	5.9282e-03
X728	24.262	24.904	1.053	1.9725e-02
X728b	24.904	24.262	1.119	1.9725e-02
X729	25.068	22.462	0.752	8.3706e-01
X729b	22.462	25.068	0.974	8.3706e-01
X730	14.352	22.462	0.752	3.1226e-03
X730b	22.462	14.352	0.502	3.1226e-03
X731	27.761	22.462	0.752	4.9323e-02
X731b	22.462	27.761	0.912	4.9323e-02
X732	23.071	22.462	0.752	5.2059e-03
X732b	22.462	23.071	0.754	5.2059e-03
X733	15.941	22.462	0.752	4.5358e-03
X733b	22.462	15.941	0.647	6.2863e-03
X734	22.427	22.462	0.752	1.8643e-03
X734b	22.462	22.427	0.763	1.8643e-03
X735	25.900	22.462	0.752	4.3799e-03
X735b	22.462	25.900	0.717	2.9057e-02
X736	23.362	22.462	0.752	3.6840e-02
X736b	22.462	23.362	0.479	3.6840e-02
X737	23.404	22.462	0.752	3.6840e-02
X737b	22.462	23.404	1.131	1.0852e-03
X738	14.757	22.462	0.752	5.3270e-03
X738b	22.462	14.757	0.574	1.7630e-02
X739	14.352	25.068	0.974	6.0856e-03
X739b	25.068	14.352	0.502	6.0856e-03
X740	27.761	25.068	0.974	3.0921e-03
X740b	25.068	27.761	0.912	3.0921e-03
X741	23.071	25.068	0.974	9.4232e-04
X741b	25.068	23.071	0.754	9.4232e-04
X742	15.941	25.068	0.974	6.0792e-02
X742b	25.068	15.941	0.647	6.0792e-02
X743	28.466	25.068	0.974	1.2135e-03
X743b	25.068	28.466	1.193	1.2135e-03
X744	22.427	25.068	0.974	8.3706e-01
X744b	25.068	22.427	0.763	9.6121e-03
X745	24.262	25.068	0.974	3.0228e-03
X745b	25.068	24.262	1.119	3.0228e-03
X746	25.900	25.068	0.974	4.4221e-03
X746b	25.068	25.900	0.717	4.4221e-03
X747	23.362	25.068	0.974	1.3281e-02
X747b	25.068	23.362	0.479	1.3281e-02
X748	14.757	25.068	0.974	1.6579e-02
X748b	25.068	14.757	0.574	1.6579e-02
X749	27.761	14.352	0.502	7.9336e-04
X749b	14.352	27.761	0.912	7.9336e-04
X750	23.071	14.352	0.502	9.4803e-04
X750b	14.352	23.071	0.754	9.4803e-04
X751	26.709	14.352	0.502	2.4436e-03
X751b	14.352	26.709	1.120	1.9515e-03
X752	27.517	14.352	0.502	1.4885e-02
X752b	14.352	27.517	0.867	1.4885e-02
X753	25.306	14.352	0.502	1.3186e-03
X753b	14.352	25.306	1.020	1.3186e-03
X754	15.941	14.352	0.502	5.2005e-02
X754b	14.352	15.941	0.647	5.2005e-02
X755	23.362	14.352	0.502	2.1292e-03
X755b	14.352	23.362	0.479	2.1292e-03
X756	26.693	14.352	0.502	2.4436e-03
X756b	14.352	26.693	0.738	2.4436e-03
X757	24.144	14.352	0.502	8.2445e-04
X757b	14.352	24.144	0.903	8.2445e-04
X758	14.757	14.352	0.502	4.6723e-02
X758b	14.352	14.757	0.574	4.6723e-02
X759	23.071	27.761	0.912	6.6552e-01
X759b	27.761	23.071	0.754	6.6552e-01
X760	20.748	27.761	0.912	7.8706e-04
X760b	27.761	20.748	1.329	7.8706e-04
X761	25.900	27.761	0.912	2.0307e-03
X761b	27.761	25.900	0.717	2.0307e-03
X762	23.362	27.761	0.912	2.6775e-02
X762b	27.761	23.362	0.479	2.6775e-02
X763	22.628	27.761	0.912	2.9156e-03
X763b	27.761	22.628	1.058	2.9156e-03
X764	23.404	27.761	0.912	2.6775e-02
X764b	27.761	23.404	1.131	1.5236e-02
X765	14.757	27.761	0.912	1.0428e-03
X765b	27.761	14.757	0.574	1.0428e-03
X766	23.104	23.071	0.754	3.1375e-03
X766b	23.071	23.104	1.033	3.1375e-03
X767	26.709	23.071	0.754	3.1026e-03
X767b	23.071	26.709	1.120	8.7946e-01
X768	20.748	23.071	0.754	2.1119e-03
X768b	23.071	20.748	1.329	2.3655e-03
X769	21.975	23.071	0.754	1.8195e-03
X769b	23.071	21.975	1.155	2.3259e-03
X770	25.900	23.071	0.754	1.9719e-03
X770b	23.071	25.900	0.717	1.9719e-03
X771	23.362	23.071	0.754	2.4228e-02
X771b	23.071	23.362	0.479	2.4228e-02
X772	22.628	23.071	0.754	2.3369e-03
X772b	23.071	22.628	1.058	2.3369e-03
X773	23.404	23.071	0.754	2.4228e-02
X773b	23.071	23.404	1.131	4.6273e-03
X774	14.757	23.071	0.754	1.2802e-03
X774b	23.071	14.757	0.574	1.2802e-03
X775	26.709	23.104	1.033	8.7946e-01
X775b	23.104	26.709	1.120	8.7946e-01
X776	20.748	23.104	1.033	2.3655e-03
X776b	23.104	20.748	1.329	2.3655e-03
X777	21.975	23.104	1.033	2.3259e-03
X777b	23.104	21.975	1.155	2.3259e-03
X778	21.774	23.104	1.033	7.4376e-03
X778b	23.104	21.774	0.864	7.4376e-03
X779	25.146	23.104	1.033	5.6043e-02
X779b	23.104	25.146	1.349	5.6043e-02
X780	27.517	23.104	1.033	2.5341e-03
X780b	23.104	27.517	0.867	2.5341e-03
X781	25.306	23.104	1.033	3.0869e-03
X781b	23.104	25.306	1.020	3.0869e-03
X782	26.693	23.104	1.033	8.7946e-01
X782b	23.104	26.693	0.738	1.4114e-02
X783	24.144	23.104	1.033	1.3303e-03
X783b	23.104	24.144	0.903	1.3303e-03
X784	24.727	23.104	1.033	1.9627e-03
X784b	23.104	24.727	0.182	1.9627e-03
X785	22.944	23.104	1.033	2.2930e-02
X785b	23.104	22.944	0.057	2.2930e-02
X786	20.748	26.709	1.120	1.2672e-03
X786b	26.709	20.748	1.329	1.2672e-03
X787	21.774	26.709	1.120	8.5961e-04
X787b	26.709	21.774	0.864	8.5961e-04
X788	25.146	26.709	1.120	4.7113e-03
X788b	26.709	25.146	1.349	4.7113e-03
X789	27.517	26.709	1.120	4.0455e-02
X789b	26.709	27.517	0.867	4.0455e-02
X790	25.306	26.709	1.120	2.6901e-02
X790b	26.709	25.306	1.020	4.7165e-02
X791	26.693	26.709	1.120	7.3356e-02
X791b	26.709	26.693	0.738	7.3356e-02
X792	24.144	26.709	1.120	3.2906e-03
X792b	26.709	24.144	0.903	6.1394e-01
X793	24.727	26.709	1.120	3.4247e-03
X793b	26.709	24.727	0.182	6.8410e-03
X794	22.944	26.709	1.120	2.2040e-02
X794b	26.709	22.944	0.057	2.2040e-02
X795	21.975	20.748	1.329	7.1222e-01
X795b	20.748	21.975	1.155	7.1222e-01
X796	22.917	20.748	1.329	1.1201e-03
X796b	20.748	22.917	0.945	1.1201e-03
X797	22.628	20.748	1.329	3.9847e-02
X797b	20.748	22.628	1.058	3.9847e-02
X798	23.404	20.748	1.329	4.7692e-03
X798b	20.748	23.404	1.131	4.7692e-03
X799	21.774	21.975	1.155	1.2946e-03
X799b	21.975	21.774	0.864	1.2946e-03
X800	25.146	21.975	1.155	7.8582e-04
X800b	21.975	25.146	1.349	7.8582e-04
X801	22.628	21.975	1.155	7.5686e-03
X801b	21.975	22.628	1.058	7.5686e-03
X802	23.404	21.975	1.155	1.2617e-03
X802b	21.975	23.404	1.131	2.3963e-03
X803	25.146	21.774	0.864	6.3563e-01
X803b	21.774	25.146	1.349	6.3563e-01
X804	22.944	21.774	0.864	1.9521e-03
X804b	21.774	22.944	0.057	1.9521e-03
X805	26.693	25.146	1.349	4.7113e-03
X805b	25.146	26.693	0.738	1.7101e-03
X806	24.727	25.146	1.349	2.5576e-03
X806b	25.146	24.727	0.182	2.5576e-03
X807	22.944	25.146	1.349	3.4786e-02
X807b	25.146	22.944	0.057	3.4786e-02
X808	25.544	22.917	0.945	2.1409e-03
X808b	22.917	25.544	0.894	2.1409e-03
X809	23.460	22.917	0.945	7.5740e-04
X809b	22.917	23.460	0.678	7.5740e-04
X810	22.628	22.917	0.945	1.4699e-03
X810b	22.917	22.628	1.058	1.4699e-03
X811	23.404	22.917	0.945	1.5458e-03
X811b	22.917	23.404	1.131	1.5458e-03
X812	19.705	14.613	0.784	2.4051e-03
X812b	14.613	19.705	0.899	2.4051e-03
X813	21.958	14.613	0.784	1.9114e-03
X813b	14.613	21.958	1.127	1.9114e-03
X814	21.600	20.784	0.805	7.1026e-01
X814b	20.784	21.600	0.882	7.1026e-01
X815	25.544	20.784	0.805	8.4303e-03
X815b	20.784	25.544	0.894	8.4303e-03
X816	23.460	20.784	0.805	4.5148e-02
X816b	20.784	23.460	0.678	4.5148e-02
X817	25.544	21.600	0.882	1.8419e-03
X817b	21.600	25.544	0.894	1.8419e-03
X818	23.460	21.600	0.882	3.2196e-03
X818b	21.600	23.460	0.678	3.2196e-03
X819	23.460	25.544	0.894	7.9222e-01
X819b	25.544	23.460	0.678	7.9222e-01
X820	25.306	27.517	0.867	6.5812e-01
X820b	27.517	25.306	1.020	6.5812e-01
X821	26.693	27.517	0.867	4.0455e-02
X821b	27.517	26.693	0.738	3.2012e-02
X822	24.144	27.517	0.867	5.5780e-03
X822b	27.517	24.144	0.903	5.5780e-03
X823	14.757	27.517	0.867	7.7120e-04
X823b	27.517	14.757	0.574	7.7120e-04
X824	24.727	27.517	0.867	2.8432e-03
X824b	27.517	24.727	0.182	2.8432e-03
X825	22.944	27.517	0.867	3.1515e-03
X825b	27.517	22.944	0.057	3.1515e-03
X826	26.693	25.306	1.020	4.7165e-02
X826b	25.306	26.693	0.738	4.7165e-02
X827	24.144	25.306	1.020	1.3937e-02
X827b	25.306	24.144	0.903	1.3937e-02
X828	24.727	25.306	1.020	5.6471e-02
X828b	25.306	24.727	0.182	5.6471e-02
X829	22.944	25.306	1.020	2.8670e-02
X829b	25.306	22.944	0.057	2.8670e-02
X830	23.659	15.941	0.647	1.5628e-03
X830b	15.941	23.659	0.863	1.5628e-03
X831	28.466	15.941	0.647	4.2950e-03
X831b	15.941	28.466	1.193	4.2950e-03
X832	25.318	15.941	0.647	8.5069e-04
X832b	15.941	25.318	1.057	8.5069e-04
X833	22.427	15.941	0.647	6.2863e-03
X833b	15.941	22.427	0.763	6.2863e-03
X834	24.262	15.941	0.647	3.2043e-03
X834b	15.941	24.262	1.119	3.2043e-03
X835	25.900	15.941	0.647	1.0256e-03
X835b	15.941	25.900	0.717	1.0256e-03
X836	23.362	15.941	0.647	1.6354e-03
X836b	15.941	23.362	0.479	1.6354e-03
X837	14.757	15.941	0.647	4.8558e-02
X837b	15.941	14.757	0.574	4.8558e-02
X838	25.235	23.659	0.863	8.0114e-01
X838b	23.659	25.235	0.829	7.1875e-05
X839	28.466	23.659	0.863	5.6736e-03
X839b	23.659	28.466	1.193	5.6736e-03
X840	25.318	23.659	0.863	9.7649e-04
X840b	23.659	25.318	1.057	9.7649e-04
X841	22.427	23.659	0.863	1.7878e-02
X841b	23.659	22.427	0.763	1.7878e-02
X842	24.262	23.659	0.863	3.3578e-02
X842b	23.659	24.262	1.119	3.3578e-02
X843	14.757	23.659	0.863	1.8161e-03
X843b	23.659	14.757	0.574	1.8161e-03
X844	21.452	23.659	0.863	7.7499e-04
X844b	23.659	21.452	1.046	7.7499e-04
X845	28.466	25.235	0.829	3.2217e-08
X845b	25.235	28.466	1.193	1.0388e-02
X846	25.318	25.235	0.829	1.0967e-04
X846b	25.235	25.318	1.057	2.7609e-03
X847	22.427	25.235	0.829	7.3002e-04
X847b	25.235	22.427	0.763	9.3937e-03
X848	24.262	25.235	0.829	3.3033e-08
X848b	25.235	24.262	1.119	7.8791e-02
X849	25.318	8.057	0.581	7.9759e-04
X849b	8.057	25.318	1.057	7.9759e-04
X850	25.318	28.466	1.193	8.3808e-01
X850b	28.466	25.318	1.057	8.3808e-01
X851	22.427	28.466	1.193	3.8765e-03
X851b	28.466	22.427	0.763	3.8765e-03
X852	24.262	28.466	1.193	3.8347e-02
X852b	28.466	24.262	1.119	3.8347e-02
X853	22.427	25.318	1.057	1.2678e-03
X853b	25.318	22.427	0.763	1.2678e-03
X854	24.262	25.318	1.057	1.1050e-02
X854b	25.318	24.262	1.119	1.1050e-02
X855	24.262	22.427	0.763	7.4423e-01
X855b	22.427	24.262	1.119	7.4423e-01
X856	25.900	22.427	0.763	2.9057e-02
X856b	22.427	25.900	0.717	2.9057e-02
X857	23.362	22.427	0.763	5.1942e-03
X857b	22.427	23.362	0.479	3.6840e-02
X858	14.757	22.427	0.763	1.7630e-02
X858b	22.427	14.757	0.574	1.7630e-02
X859	25.900	24.262	1.119	1.9896e-03
X859b	24.262	25.900	0.717	1.9896e-03
X860	14.757	24.262	1.119	2.0639e-03
X860b	24.262	14.757	0.574	2.0639e-03
X861	23.362	25.900	0.717	7.3111e-01
X861b	25.900	23.362	0.479	7.3111e-01
X862	14.757	25.900	0.717	2.0264e-02
X862b	25.900	14.757	0.574	2.0264e-02
X863	14.757	23.362	0.479	3.4325e-02
X863b	23.362	14.757	0.574	3.4325e-02
X864	21.958	19.705	0.899	7.7641e-01
X864b	19.705	21.958	1.127	7.7641e-01
X865	22.628	19.705	0.899	1.8809e-03
X865b	19.705	22.628	1.058	1.8809e-03
X866	23.404	19.705	0.899	9.3796e-03
X866b	19.705	23.404	1.131	9.3796e-03
X867	23.404	21.958	1.127	2.3963e-03
X867b	21.958	23.404	1.131	2.3963e-03
X868	23.404	22.628	1.058	7.7370e-01
X868b	22.628	23.404	1.131	7.7370e-01
X869	24.144	26.693	0.738	6.1394e-01
X869b	26.693	24.144	0.903	6.1394e-01
X870	14.757	26.693	0.738	1.0946e-03
X870b	26.693	14.757	0.574	1.0946e-03
X871	25.811	26.693	0.738	5.5157e-03
X871b	26.693	25.811	0.806	5.5157e-03
X872	22.836	26.693	0.738	1.5726e-03
X872b	26.693	22.836	1.022	1.5726e-03
X873	24.727	26.693	0.738	6.8410e-03
X873b	26.693	24.727	0.182	6.8410e-03
X874	22.944	26.693	0.738	2.1939e-02
X874b	26.693	22.944	0.057	2.2040e-02
X875	25.811	24.144	0.903	6.2589e-02
X875b	24.144	25.811	0.806	6.2589e-02
X876	22.836	24.144	0.903	6.0507e-03
X876b	24.144	22.836	1.022	6.0507e-03
X877	24.727	24.144	0.903	5.9384e-03
X877b	24.144	24.727	0.182	5.9384e-03
X878	22.944	24.144	0.903	6.6125e-03
X878b	24.144	22.944	0.057	6.6125e-03
X879	22.156	25.034	0.907	7.3701e-01
X879b	25.034	22.156	0.881	7.3701e-01
X880	25.811	25.034	0.907	1.0824e-02
X880b	25.034	25.811	0.806	1.0824e-02
X881	22.836	25.034	0.907	1.7423e-02
X881b	25.034	22.836	1.022	1.7423e-02
X882	19.731	22.156	0.881	1.3013e-03
X882b	22.156	19.731	1.035	1.3013e-03
X883	25.811	22.156	0.881	1.9939e-03
X883b	22.156	25.811	0.806	1.9939e-03
X884	22.836	22.156	0.881	1.6283e-03
X884b	22.156	22.836	1.022	1.6283e-03
X885	19.731	21.452	1.046	6.8800e-01
X885b	21.452	19.731	1.035	6.8800e-01
X886	22.836	25.811	0.806	8.3889e-01
X886b	25.811	22.836	1.022	8.3889e-01
X887	22.944	24.727	0.182	8.5681e-01
X887b	24.727	22.944	0.057	8.5681e-01
X888	23.695	25.176	0.980	6.6543e-01
