label	C1	C2	H2	intensity
X1203	18.280	19.000	1.120	2.6013e-03
X1204	19.000	18.280	1.320	3.3167e-05
X1205	21.950	20.700	0.980	7.4255e-01
X1206	20.700	21.950	0.990	7.4255e-01
X1207	26.180	20.700	0.980	2.2014e-03
X1208	20.700	26.180	0.670	2.2014e-03
X1209	24.250	20.700	0.980	1.4074e-03
X1210	20.700	24.250	0.660	1.4074e-03
X1211	21.150	20.700	0.980	1.7579e-03
X1212	20.700	21.150	1.050	1.7579e-03
X1213	18.280	20.700	0.980	1.1903e-03
X1214	20.700	18.280	1.320	6.3327e-06
X1215	18.280	21.950	0.990	4.9767e-03
X1216	21.950	18.280	1.320	7.1873e-06
X1217	24.250	26.180	0.670	7.1524e-01
X1218	26.180	24.250	0.660	7.1524e-01
X1219	23.040	21.980	0.950	6.4308e-01
X1220	21.980	23.040	1.030	6.4308e-01
X1221	20.580	21.980	0.950	9.0770e-04
X1222	21.980	20.580	0.710	9.0770e-04
X1223	21.340	21.980	0.950	5.7975e-03
X1224	21.980	21.340	0.560	5.7975e-03
X1225	20.680	21.980	0.950	1.1017e-03
X1226	21.980	20.680	1.390	1.1017e-03
X1227	18.120	21.980	0.950	2.7147e-02
X1228	21.980	18.120	1.300	2.7147e-02
X1229	12.760	21.980	0.950	1.4728e-02
X1230	21.980	12.760	0.850	1.4728e-02
X1231	17.420	21.980	0.950	1.7340e-03
X1232	21.980	17.420	2.090	1.7340e-03
X1233	20.680	23.040	1.030	7.4086e-04
X1234	23.040	20.680	1.390	7.4086e-04
X1235	18.120	23.040	1.030	4.1060e-02
X1236	23.040	18.120	1.300	4.1060e-02
X1237	12.760	23.040	1.030	2.5878e-03
X1238	23.040	12.760	0.850	2.5878e-03
X1239	17.420	23.040	1.030	1.0693e-03
X1240	23.040	17.420	2.090	1.0693e-03
X1241	21.340	20.580	0.710	8.2373e-01
X1242	20.580	21.340	0.560	8.2373e-01
X1243	22.930	20.580	0.710	7.2931e-04
X1244	20.580	22.930	0.810	7.2931e-04
X1245	19.920	20.580	0.710	4.8674e-03
X1246	20.580	19.920	1.010	4.8674e-03
X1247	12.760	20.580	0.710	4.1345e-03
X1248	20.580	12.760	0.850	4.1345e-03
X1249	19.920	21.340	0.560	1.3779e-03
X1250	21.340	19.920	1.010	1.3779e-03
X1251	12.760	21.340	0.560	9.0054e-02
X1252	21.340	12.760	0.850	9.0054e-02
X1253	17.420	21.340	0.560	9.1728e-04
X1254	21.340	17.420	2.090	9.1728e-04
X1255	25.530	22.930	0.810	7.5687e-01
X1256	22.930	25.530	0.890	7.5687e-01
X1257	21.260	22.930	0.810	1.1333e-03
X1258	22.930	21.260	0.550	1.1333e-03
X1259	23.300	22.930	0.810	3.0343e-03
X1260	22.930	23.300	0.830	3.0343e-03
X1261	21.260	25.530	0.890	8.1030e-04
X1262	25.530	21.260	0.550	8.1030e-04
X1263	27.680	25.530	0.890	9.1397e-04
X1264	25.530	27.680	1.060	9.1397e-04
X1265	22.100	25.530	0.890	9.2539e-04
X1266	25.530	22.100	0.810	9.2539e-04
X1267	21.690	25.530	0.890	2.8700e-03
X1268	25.530	21.690	1.010	2.8700e-03
X1269	22.560	25.530	0.890	7.9989e-04
X1270	25.530	22.560	0.900	7.9989e-04
X1271	27.120	25.530	0.890	4.5023e-03
X1272	25.530	27.120	0.930	4.5023e-03
X1273	23.300	25.530	0.890	6.0219e-02
X1274	25.530	23.300	0.830	6.0219e-02
X1275	14.270	21.260	0.550	1.2033e-03
X1276	21.260	14.270	0.950	1.2033e-03
X1277	26.060	21.260	0.550	3.7633e-02
X1278	21.260	26.060	0.690	3.7633e-02
X1279	23.760	21.260	0.550	5.4590e-02
X1280	21.260	23.760	0.740	5.4590e-02
X1281	27.680	21.260	0.550	5.5247e-03
X1282	21.260	27.680	1.060	5.5247e-03
X1283	26.020	21.260	0.550	3.7633e-02
X1284	21.260	26.020	1.070	1.8739e-03
X1285	24.390	21.260	0.550	7.9514e-04
X1286	21.260	24.390	1.140	7.9514e-04
X1287	18.220	14.270	0.950	4.1287e-02
X1288	14.270	18.220	1.320	4.1287e-02
X1289	26.060	14.270	0.950	2.6811e-02
X1290	14.270	26.060	0.690	2.6811e-02
X1291	23.760	14.270	0.950	1.8198e-03
X1292	14.270	23.760	0.740	1.8198e-03
X1293	18.930	18.230	1.220	6.7793e-03
X1294	18.230	18.930	1.300	6.7793e-03
X1295	22.950	25.710	0.960	7.3294e-01
X1296	25.710	22.950	0.980	7.3294e-01
X1297	18.220	25.710	0.960	1.5017e-03
X1298	25.710	18.220	1.320	1.5017e-03
X1299	18.220	22.950	0.980	1.2965e-03
X1300	22.950	18.220	1.320	1.2965e-03
X1301	26.060	18.220	1.320	8.5528e-03
X1302	18.220	26.060	0.690	8.5528e-03
X1303	23.760	18.220	1.320	1.8205e-03
X1304	18.220	23.760	0.740	1.8205e-03
X1305	23.760	26.060	0.690	7.3638e-01
X1306	26.060	23.760	0.740	7.3638e-01
X1307	27.680	26.060	0.690	2.7762e-03
X1308	26.060	27.680	1.060	4.4567e-03
X1309	26.020	26.060	0.690	3.0536e-03
X1310	26.060	26.020	1.070	3.0536e-03
X1311	24.230	23.760	0.740	3.6386e-03
X1312	23.760	24.230	0.860	1.5495e-02
X1313	27.680	23.760	0.740	5.0751e-02
X1314	23.760	27.680	1.060	5.0751e-02
X1315	26.020	23.760	0.740	7.3638e-01
X1316	23.760	26.020	1.070	5.6795e-03
X1317	24.390	23.760	0.740	1.7579e-03
X1318	23.760	24.390	1.140	1.7579e-03
X1319	27.680	24.230	0.860	8.6165e-01
X1320	24.230	27.680	1.060	8.6165e-01
X1321	24.390	24.230	0.860	2.3208e-03
X1322	24.230	24.390	1.140	2.3208e-03
X1323	28.240	24.230	0.860	1.8010e-03
X1324	24.230	28.240	1.100	1.8010e-03
X1325	22.100	24.230	0.860	1.8869e-02
X1326	24.230	22.100	0.810	1.8869e-02
X1327	18.000	24.230	0.860	1.7559e-03
X1328	24.230	18.000	1.470	1.7559e-03
X1329	21.690	24.230	0.860	6.0495e-03
X1330	24.230	21.690	1.010	6.0495e-03
X1331	22.560	24.230	0.860	8.1346e-02
X1332	24.230	22.560	0.900	8.1346e-02
X1333	27.120	24.230	0.860	1.9236e-03
X1334	24.230	27.120	0.930	1.9236e-03
X1335	23.300	24.230	0.860	1.2841e-03
X1336	24.230	23.300	0.830	1.2841e-03
X1337	26.020	27.680	1.060	4.4567e-03
X1338	27.680	26.020	1.070	4.4567e-03
X1339	24.390	27.680	1.060	7.0231e-03
X1340	27.680	24.390	1.140	7.0231e-03
X1341	22.100	27.680	1.060	8.8691e-03
X1342	27.680	22.100	0.810	8.8691e-03
X1343	21.690	27.680	1.060	1.6585e-03
X1344	27.680	21.690	1.010	1.6585e-03
X1345	22.560	27.680	1.060	6.1968e-03
X1346	27.680	22.560	0.900	6.1968e-03
X1347	24.390	26.020	1.070	6.3839e-01
X1348	26.020	24.390	1.140	6.3839e-01
X1349	28.240	26.020	1.070	1.3906e-03
X1350	26.020	28.240	1.100	1.3906e-03
X1351	22.100	26.020	1.070	1.6305e-03
X1352	26.020	22.100	0.810	1.6305e-03
X1353	19.920	26.020	1.070	1.2848e-03
X1354	26.020	19.920	1.010	1.2848e-03
X1355	24.590	26.020	1.070	2.6728e-03
X1356	26.020	24.590	0.870	2.6728e-03
X1357	26.800	26.020	1.070	1.1581e-03
X1358	26.020	26.800	0.720	1.1581e-03
X1359	21.090	24.390	1.140	8.7542e-04
X1360	24.390	21.090	0.830	8.7542e-04
X1361	28.240	24.390	1.140	1.9539e-02
X1362	24.390	28.240	1.100	1.9539e-02
X1363	22.100	24.390	1.140	1.8646e-02
X1364	24.390	22.100	0.810	1.8646e-02
X1365	19.920	24.390	1.140	3.9559e-03
X1366	24.390	19.920	1.010	3.9559e-03
X1367	24.590	24.390	1.140	1.0629e-02
X1368	24.390	24.590	0.870	1.0629e-02
X1369	26.800	24.390	1.140	7.1751e-03
X1370	24.390	26.800	0.720	7.1751e-03
X1371	28.240	21.090	0.830	7.7404e-04
X1372	21.090	28.240	1.100	7.7404e-04
X1373	24.590	21.090	0.830	1.7787e-03
X1374	21.090	24.590	0.870	1.7787e-03
X1375	26.800	21.090	0.830	4.4000e-03
X1376	21.090	26.800	0.720	4.4000e-03
X1377	22.100	28.240	1.100	7.5750e-01
X1378	28.240	22.100	0.810	7.5750e-01
X1379	27.120	28.240	1.100	1.0347e-02
X1380	28.240	27.120	0.930	1.0347e-02
X1381	23.300	28.240	1.100	1.2660e-03
X1382	28.240	23.300	0.830	1.2660e-03
X1383	22.620	28.240	1.100	4.0237e-02
X1384	28.240	22.620	1.070	4.0237e-02
X1385	19.230	28.240	1.100	2.6102e-02
X1386	28.240	19.230	1.260	2.6102e-02
X1387	19.920	28.240	1.100	1.7391e-03
X1388	28.240	19.920	1.010	1.7391e-03
X1389	24.590	28.240	1.100	8.1718e-03
X1390	28.240	24.590	0.870	8.1718e-03
X1391	26.800	28.240	1.100	7.3843e-02
X1392	28.240	26.800	0.720	7.3843e-02
X1393	22.810	28.240	1.100	2.1631e-03
X1394	28.240	22.810	0.790	2.1631e-03
X1395	21.690	22.100	0.810	3.5810e-03
X1396	22.100	21.690	1.010	3.5810e-03
X1397	22.560	22.100	0.810	6.8294e-03
X1398	22.100	22.560	0.900	6.8294e-03
X1399	27.120	22.100	0.810	6.0671e-02
X1400	22.100	27.120	0.930	6.0671e-02
X1401	23.300	22.100	0.810	6.2581e-03
X1402	22.100	23.300	0.830	6.2581e-03
X1403	22.620	22.100	0.810	1.4010e-02
X1404	22.100	22.620	1.070	1.4010e-02
X1405	19.230	22.100	0.810	3.2615e-03
X1406	22.100	19.230	1.260	3.2615e-03
X1407	24.590	22.100	0.810	1.2603e-03
X1408	22.100	24.590	0.870	1.2603e-03
X1409	26.800	22.100	0.810	4.9969e-03
X1410	22.100	26.800	0.720	4.9969e-03
X1411	22.810	22.100	0.810	8.6493e-04
X1412	22.100	22.810	0.790	8.6493e-04
X1413	21.690	18.000	1.470	2.2302e-03
X1414	18.000	21.690	1.010	2.2302e-03
X1415	22.560	18.000	1.470	1.2375e-02
X1416	18.000	22.560	0.900	1.2375e-02
X1417	22.560	21.690	1.010	7.3930e-01
X1418	21.690	22.560	0.900	7.3930e-01
X1419	27.120	21.690	1.010	2.4383e-02
X1420	21.690	27.120	0.930	2.4383e-02
X1421	23.300	21.690	1.010	6.0463e-02
X1422	21.690	23.300	0.830	6.0463e-02
X1423	27.120	22.560	0.900	6.7352e-03
X1424	22.560	27.120	0.930	6.7352e-03
X1425	23.300	22.560	0.900	5.7032e-03
X1426	22.560	23.300	0.830	5.7032e-03
X1427	23.300	27.120	0.930	7.7368e-01
X1428	27.120	23.300	0.830	7.7368e-01
X1429	22.620	27.120	0.930	5.9613e-02
X1430	27.120	22.620	1.070	5.9613e-02
X1431	19.230	27.120	0.930	3.1659e-03
X1432	27.120	19.230	1.260	3.1659e-03
X1433	26.720	27.120	0.930	8.8868e-04
X1434	27.120	26.720	0.890	8.8868e-04
X1435	22.810	27.120	0.930	3.1790e-03
X1436	27.120	22.810	0.790	3.1790e-03
X1437	22.620	23.300	0.830	4.9163e-03
X1438	23.300	22.620	1.070	4.9163e-03
X1439	22.620	19.730	1.380	2.3798e-03
X1440	19.730	22.620	1.070	2.3798e-03
X1441	19.230	19.730	1.380	2.6473e-03
X1442	19.730	19.230	1.260	2.6473e-03
X1443	22.810	19.730	1.380	2.3678e-03
X1444	19.730	22.810	0.790	2.3678e-03
X1445	17.390	19.730	1.380	1.9858e-03
X1446	19.730	17.390	1.430	1.9858e-03
X1447	12.870	19.730	1.380	6.5711e-03
X1448	19.730	12.870	1.120	6.5711e-03
X1449	20.680	19.730	1.380	1.4162e-02
X1450	19.730	20.680	1.390	1.4162e-02
X1451	18.220	19.730	1.380	2.7497e-03
X1452	19.730	18.220	1.560	2.7497e-03
X1453	18.120	19.730	1.380	1.9212e-03
X1454	19.730	18.120	1.300	1.9212e-03
X1455	19.230	22.620	1.070	7.4326e-01
X1456	22.620	19.230	1.260	7.4326e-01
X1457	19.920	22.620	1.070	2.0331e-03
X1458	22.620	19.920	1.010	2.0331e-03
X1459	26.800	22.620	1.070	1.4941e-03
X1460	22.620	26.800	0.720	1.4941e-03
X1461	26.720	22.620	1.070	4.3926e-03
X1462	22.620	26.720	0.890	4.3926e-03
X1463	22.810	22.620	1.070	8.5326e-02
X1464	22.620	22.810	0.790	8.5326e-02
X1465	12.870	22.620	1.070	2.1907e-03
X1466	22.620	12.870	1.120	2.1907e-03
X1467	19.920	19.230	1.260	3.2665e-03
X1468	19.230	19.920	1.010	3.2665e-03
X1469	24.590	19.230	1.260	1.5447e-03
X1470	19.230	24.590	0.870	1.5447e-03
X1471	26.800	19.230	1.260	3.8047e-03
X1472	19.230	26.800	0.720	3.8047e-03
X1473	26.720	19.230	1.260	4.0578e-03
X1474	19.230	26.720	0.890	4.0578e-03
X1475	22.810	19.230	1.260	7.4562e-02
X1476	19.230	22.810	0.790	7.4562e-02
X1477	12.870	19.230	1.260	1.5058e-03
X1478	19.230	12.870	1.120	1.5058e-03
X1479	24.590	19.920	1.010	1.9151e-03
X1480	19.920	24.590	0.870	1.9151e-03
X1481	26.800	19.920	1.010	7.8478e-04
X1482	19.920	26.800	0.720	7.8478e-04
X1483	26.800	24.590	0.870	5.8710e-01
X1484	24.590	26.800	0.720	5.8710e-01
X1485	22.810	26.720	0.890	6.7533e-01
X1486	26.720	22.810	0.790	6.7533e-01
X1487	17.390	26.720	0.890	3.8856e-03
X1488	26.720	17.390	1.430	3.8856e-03
X1489	12.870	26.720	0.890	2.2533e-02
X1490	26.720	12.870	1.120	2.2533e-02
X1491	17.390	22.810	0.790	3.3044e-03
X1492	22.810	17.390	1.430	3.3044e-03
X1493	12.870	22.810	0.790	3.6804e-02
X1494	22.810	12.870	1.120	3.6804e-02
X1495	12.870	17.390	1.430	4.8821e-02
X1496	17.390	12.870	1.120	4.8821e-02
X1497	17.680	17.390	1.430	6.4109e-03
X1498	17.390	17.680	1.650	6.4109e-03
X1499	18.220	17.390	1.430	1.9934e-03
X1500	17.390	18.220	1.560	1.9934e-03
X1501	20.680	12.870	1.120	2.3012e-03
X1502	12.870	20.680	1.390	2.3012e-03
X1503	18.280	17.680	1.650	9.6859e-03
X1504	17.680	18.280	1.320	8.4621e-05
X1505	18.220	17.680	1.650	4.1262e-03
X1506	17.680	18.220	1.560	4.1262e-03
X1507	20.680	18.280	1.320	6.3327e-06
X1508	18.280	20.680	1.390	1.5843e-03
X1509	18.120	20.680	1.390	8.4476e-03
X1510	20.680	18.120	1.300	8.4476e-03
X1511	18.120	18.220	1.560	1.0405e-03
X1512	18.220	18.120	1.300	1.0405e-03
X1513	17.420	12.760	0.850	1.2187e-03
X1514	12.760	17.420	2.090	1.2187e-03
X1515	17.510	17.420	2.090	3.4255e-03
X1516	17.420	17.510	0.270	3.4255e-03
X1517	17.510	12.680	-0.140	1.5143e-03
X1518	12.680	17.510	0.270	1.5143e-03
X1519	19.530	18.960	1.690	4.2168e-03
X1520	18.960	19.530	1.490	4.2168e-03
X1521	15.690	18.960	1.690	2.3111e-03
X1522	18.960	15.690	0.700	2.3111e-03
X1523	21.550	19.530	1.490	2.1489e-03
X1524	19.530	21.550	0.860	2.1489e-03
X1525	23.560	19.530	1.490	1.4309e-02
X1526	19.530	23.560	0.130	1.4309e-02
X1527	21.650	19.530	1.490	1.7037e-03
X1528	19.530	21.650	1.150	1.7037e-03
X1529	19.070	19.530	1.490	2.5312e-03
X1530	19.530	19.070	1.290	2.5312e-03
X1531	18.160	19.530	1.490	3.0468e-02
X1532	19.530	18.160	1.260	3.0468e-02
X1533	15.690	19.530	1.490	4.6571e-02
X1534	19.530	15.690	0.700	4.6571e-02
X1535	23.560	21.550	0.860	6.7782e-01
X1536	21.550	23.560	0.130	6.7782e-01
X1537	19.070	21.550	0.860	5.9215e-03
X1538	21.550	19.070	1.290	5.9215e-03
X1539	20.780	21.550	0.860	1.9050e-03
X1540	21.550	20.780	0.930	1.9050e-03
X1541	22.620	21.550	0.860	2.0002e-02
X1542	21.550	22.620	1.050	2.0002e-02
X1543	19.850	21.550	0.860	3.1640e-03
X1544	21.550	19.850	0.730	5.5306e-03
X1545	18.160	21.550	0.860	2.4773e-03
X1546	21.550	18.160	1.260	2.4773e-03
X1547	15.690	21.550	0.860	1.9051e-03
X1548	21.550	15.690	0.700	1.9051e-03
X1549	19.070	23.560	0.130	5.0883e-03
X1550	23.560	19.070	1.290	5.0883e-03
X1551	22.620	23.560	0.130	2.0788e-03
X1552	23.560	22.620	1.050	2.0788e-03
X1553	19.850	23.560	0.130	3.5923e-03
X1554	23.560	19.850	0.730	3.5923e-03
X1555	18.160	23.560	0.130	1.2563e-02
X1556	23.560	18.160	1.260	1.2563e-02
X1557	15.690	23.560	0.130	3.2031e-02
X1558	23.560	15.690	0.700	3.2031e-02
X1559	19.070	21.650	1.150	5.5209e-03
X1560	21.650	19.070	1.290	5.5209e-03
X1561	13.380	21.650	1.150	1.3080e-03
X1562	21.650	13.380	0.890	1.3080e-03
X1563	18.660	21.650	1.150	1.1212e-03
X1564	21.650	18.660	1.410	1.1212e-03
X1565	18.160	21.650	1.150	1.4337e-03
X1566	21.650	18.160	1.260	1.4337e-03
X1567	20.780	19.070	1.290	2.0678e-03
X1568	19.070	20.780	0.930	2.0678e-03
X1569	22.620	19.070	1.290	1.0484e-02
X1570	19.070	22.620	1.050	1.0484e-02
X1571	18.320	19.070	1.290	3.4589e-03
X1572	19.070	18.320	1.310	3.4589e-03
X1573	18.660	19.070	1.290	3.8631e-02
X1574	19.070	18.660	1.410	3.8631e-02
X1575	25.560	19.070	1.290	2.8025e-03
X1576	19.070	25.560	0.900	2.8025e-03
X1577	19.850	19.070	1.290	3.8274e-02
X1578	19.070	19.850	0.730	3.8274e-02
X1579	18.160	19.070	1.290	4.9734e-02
X1580	19.070	18.160	1.260	4.9734e-02
X1581	15.690	19.070	1.290	7.5600e-04
X1582	19.070	15.690	0.700	7.5600e-04
X1583	22.620	20.780	0.930	7.6515e-01
X1584	20.780	22.620	1.050	7.6515e-01
X1585	13.380	20.780	0.930	2.7862e-03
X1586	20.780	13.380	0.890	2.7862e-03
X1587	18.320	20.780	0.930	1.4480e-02
X1588	20.780	18.320	1.310	3.4545e-03
X1589	18.360	20.780	0.930	1.4480e-02
X1590	20.780	18.360	1.450	1.4480e-02
X1591	13.380	22.620	1.050	9.4899e-04
X1592	22.620	13.380	0.890	9.4899e-04
X1593	18.320	22.620	1.050	2.7986e-03
X1594	22.620	18.320	1.310	2.7986e-03
X1595	18.360	22.620	1.050	2.7986e-03
X1596	22.620	18.360	1.450	1.6849e-03
X1597	18.660	22.620	1.050	1.0291e-03
X1598	22.620	18.660	1.410	1.0291e-03
X1599	19.850	22.620	1.050	3.8338e-03
X1600	22.620	19.850	0.730	3.8338e-03
X1601	18.360	13.380	0.890	8.7508e-04
X1602	13.380	18.360	1.450	8.7508e-04
X1603	18.360	18.320	1.310	8.3684e-03
X1604	18.320	18.360	1.450	8.3684e-03
X1605	21.550	18.320	1.310	5.2338e-03
X1606	18.320	21.550	1.000	5.2338e-03
X1607	23.700	18.320	1.310	4.8837e-02
X1608	18.320	23.700	1.060	2.8485e-02
X1609	18.660	18.320	1.310	3.6046e-02
X1610	18.320	18.660	1.410	3.6046e-02
X1611	25.560	18.320	1.310	1.4148e-03
X1612	18.320	25.560	0.900	1.4148e-03
X1613	19.850	18.320	1.310	1.7186e-03
X1614	18.320	19.850	0.730	1.7186e-03
X1615	21.550	22.120	1.330	7.6589e-04
X1616	22.120	21.550	1.000	7.6589e-04
X1617	23.700	22.120	1.330	2.1558e-03
X1618	22.120	23.700	1.060	2.1558e-03
X1619	23.700	21.550	1.000	6.2301e-01
X1620	21.550	23.700	1.060	6.2301e-01
X1621	18.660	21.550	1.000	4.0440e-03
X1622	21.550	18.660	1.410	4.0440e-03
X1623	25.560	21.550	1.000	6.6979e-02
X1624	21.550	25.560	0.900	6.6979e-02
X1625	19.850	21.550	1.000	5.5306e-03
X1626	21.550	19.850	0.730	5.5306e-03
X1627	18.660	23.700	1.060	3.8045e-03
X1628	23.700	18.660	1.410	3.8045e-03
X1629	25.560	23.700	1.060	4.1303e-03
X1630	23.700	25.560	0.900	4.1303e-03
X1631	19.850	23.700	1.060	1.2198e-03
X1632	23.700	19.850	0.730	1.2198e-03
X1633	25.560	18.660	1.410	4.4460e-03
X1634	18.660	25.560	0.900	2.0948e-02
X1635	19.850	18.660	1.410	1.0174e-02
X1636	18.660	19.850	0.730	1.0174e-02
X1637	18.160	18.660	1.410	2.6814e-03
X1638	18.660	18.160	1.260	2.6814e-03
X1639	19.850	25.560	0.900	6.6343e-01
X1640	25.560	19.850	0.730	6.6343e-01
X1641	18.160	25.560	0.900	1.4592e-03
X1642	25.560	18.160	1.260	1.4592e-03
X1643	18.160	19.850	0.730	1.3765e-02
X1644	19.850	18.160	1.260	1.3765e-02
X1645	15.690	18.160	1.260	1.6291e-02
X1646	18.160	15.690	0.700	1.6291e-02
X1647	22.180	21.760	1.260	7.6509e-04
X1648	21.760	22.180	1.380	1.5898e-02
X1649	22.180	15.690	0.700	2.4731e-03
X1650	15.690	22.180	1.380	2.4731e-03
